# Total Jobs Found: 363, Scrape Date: 2026-01-07 13:23:03
title,company,location,posted_date,link,source
"Officer, Platform & Artificial Intelligence (AI) Data Engineer","Clinton Health Access Initiative, Inc.",Rwanda,2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4328138500?position=3&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=CufuhrC5%2FP3joPIL6wvoZA%3D%3D,LinkedIn
"*******, ******** & ********** ************ (**) **** ********","******* ****** ****** **********, ***.","******, ****** ****, ******",2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4345206095?position=4&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=IZn1rFPG%2FKZ6%2BDKWpOVtHw%3D%3D,LinkedIn
**** ******* - ****** ***********,*-****,"******, ****** ****, ******",2025-11-26,https://rw.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339250592?position=5&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=0b5DhRyEvN2zBGFnCrdI5g%3D%3D,LinkedIn
******* *********** **********,********,"******, ****** ****, ******",2025-11-25,https://rw.linkedin.com/jobs/view/systems-integration-specialist-at-inkomoko-4338888287?position=6&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=wEh1HYzymL2SLB2ciwLvWQ%3D%3D,LinkedIn
**** *********,******** **********,******,2025-11-15,https://rw.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336115549?position=7&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=v4RsX0OeWQEf9cVdaB%2Bttw%3D%3D,LinkedIn
"Director of Inclusive Finance - Chad, Ethiopia, Kenya, Rwanda, South Sudan",Inkomoko,"Kigali, Kigali City, Rwanda",2025-09-12,https://rw.linkedin.com/jobs/view/director-of-inclusive-finance-chad-ethiopia-kenya-rwanda-south-sudan-at-inkomoko-4300009744?position=1&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=UbXzAyZ7eXuP291lmCnPFQ%3D%3D,LinkedIn
MID WIFE,King Faisal Hospital Rwanda,"Gisozi, Kigali City, Rwanda",2025-12-18,https://rw.linkedin.com/jobs/view/mid-wife-at-king-faisal-hospital-rwanda-4344863377?position=2&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=romQwJTMwFI61Y%2BuaNwSPQ%3D%3D,LinkedIn
"Officer, Platform & Artificial Intelligence (AI) Data Engineer","Clinton Health Access Initiative, Inc.","Kigali, Kigali City, Rwanda",2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4345206095?position=3&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=DaV0zJIoeYz0qmuIpRVNfg%3D%3D,LinkedIn
"*******, ******** & ********** ************ (**) **** ********","******* ****** ****** **********, ***.",******,2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4328138500?position=4&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=8heDGh7f9dwT8BJqDsUiXw%3D%3D,LinkedIn
****** ****** *******,*********** *** ******* ******,******,2025-12-19,https://rw.linkedin.com/jobs/view/senior-policy-manager-at-innovations-for-poverty-action-4328310739?position=5&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=m3epI%2BDxWUKdR3kvP9mO4g%3D%3D,LinkedIn
"********* *******, **** ******** - ****** ******* *************","******* ****** ****** **********, ***.",******,2025-09-19,https://rw.linkedin.com/jobs/view/technical-advisor-data-engineer-health-systems-strengthening-at-clinton-health-access-initiative-inc-4302772220?position=6&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=v5tY4wYygSQd2mX5R34N7g%3D%3D,LinkedIn
****** ****** **** ******,**************.***,******,2025-11-20,https://rw.linkedin.com/jobs/view/global-client-data-intern-at-millionexperts-com-4323584993?position=7&pageNum=0&refId=lAek2MVHyy3G5T3rQX1FwQ%3D%3D&trackingId=kdZpGoYB1pLB2%2B6F44cvug%3D%3D,LinkedIn
Head of IT Infrastructure and Security,Inkomoko,"Kigali, Kigali City, Rwanda",2025-11-28,https://rw.linkedin.com/jobs/view/head-of-it-infrastructure-and-security-at-inkomoko-4339812276?position=1&pageNum=0&refId=wfvp79CLh0RL%2FpeK909j1g%3D%3D&trackingId=HYW6c9qGC1CPZJ26Lw%2FMjw%3D%3D,LinkedIn
"Director of Inclusive Finance - Chad, Ethiopia, Kenya, Rwanda, South Sudan",Inkomoko,"Kigali, Kigali City, Rwanda",2025-09-12,https://rw.linkedin.com/jobs/view/director-of-inclusive-finance-chad-ethiopia-kenya-rwanda-south-sudan-at-inkomoko-4300009744?position=2&pageNum=0&refId=wfvp79CLh0RL%2FpeK909j1g%3D%3D&trackingId=03pPdVE%2BqbiOZjA0QODa7Q%3D%3D,LinkedIn
Process Analyst- Rwanda,Watu Credit,Rwanda,2024-08-01,https://rw.linkedin.com/jobs/view/process-analyst-rwanda-at-watu-credit-3989952344?position=3&pageNum=0&refId=wfvp79CLh0RL%2FpeK909j1g%3D%3D&trackingId=QKi1gySMop0Iz%2BGMZCknsw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Rwanda,2025-11-15,https://rw.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336085642?position=1&pageNum=0&refId=RTrJZuPNKzHT7C125j588g%3D%3D&trackingId=woDR8jg8Ca4PA5oU4ykDSA%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Kigali, Kigali City, Rwanda",2025-11-26,https://rw.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339250592?position=2&pageNum=0&refId=RTrJZuPNKzHT7C125j588g%3D%3D&trackingId=Ybt8YWY2LJgD4MZzrP5pBg%3D%3D,LinkedIn
Systems Engineering Data Analyst,Zipline,"Kigali, Kigali City, Rwanda",2025-12-16,https://rw.linkedin.com/jobs/view/systems-engineering-data-analyst-at-zipline-4173157695?position=3&pageNum=0&refId=RTrJZuPNKzHT7C125j588g%3D%3D&trackingId=r4a9B1Egi8WSsz%2B%2FNU3%2FWw%3D%3D,LinkedIn
Systems Engineering Data Analyst,Zipline,"Kigali, Kigali City, Rwanda",2025-12-16,https://rw.linkedin.com/jobs/view/systems-engineering-data-analyst-at-zipline-4173157695?position=1&pageNum=0&refId=Sz%2FMfs%2BhCO5RQjgbfDmlmA%3D%3D&trackingId=0nhFbQS7q04%2BEn1eV%2BMegg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Rwanda,2025-11-15,https://rw.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336085642?position=2&pageNum=0&refId=Sz%2FMfs%2BhCO5RQjgbfDmlmA%3D%3D&trackingId=noFBrS1T25zbjhr6Saa67g%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Kigali, Kigali City, Rwanda",2025-11-26,https://rw.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339250592?position=3&pageNum=0&refId=Sz%2FMfs%2BhCO5RQjgbfDmlmA%3D%3D&trackingId=iec0BWWNtrw6P54LD8yd4Q%3D%3D,LinkedIn
Business Analyst - Credit Eligibility,M-KOPA,"Kigali, Kigali City, Rwanda",2025-11-26,https://rw.linkedin.com/jobs/view/business-analyst-credit-eligibility-at-m-kopa-4339240675?position=1&pageNum=0&refId=Prtz%2F57vVyZbRTrQ8UDuqw%3D%3D&trackingId=IqcFBkJveVwrgWvS6BPq2Q%3D%3D,LinkedIn
Business Analyst - Credit Eligibility,M-KOPA,"Kigali, Kigali City, Rwanda",2025-11-26,https://rw.linkedin.com/jobs/view/business-analyst-credit-eligibility-at-m-kopa-4339240675?position=1&pageNum=0&refId=RblzUBuwXGWyE2ma%2BLBRCQ%3D%3D&trackingId=D9hwFx7dpLuO9NEsn7wdLg%3D%3D,LinkedIn
"Regional Director of Monitoring, Evaluation, and Learning",Inkomoko,"Kigali, Kigali City, Rwanda",2025-11-19,https://rw.linkedin.com/jobs/view/regional-director-of-monitoring-evaluation-and-learning-at-inkomoko-4336839170?position=1&pageNum=0&refId=8BHY3%2FRJn16y7qPpQupWdw%3D%3D&trackingId=JnSDgf943H4EnwWBoZIuyA%3D%3D,LinkedIn
Head of Products and Innovation,Inkomoko,"Kigali, Kigali City, Rwanda",2025-11-28,https://rw.linkedin.com/jobs/view/head-of-products-and-innovation-at-inkomoko-4339852108?position=2&pageNum=0&refId=8BHY3%2FRJn16y7qPpQupWdw%3D%3D&trackingId=JwUhfLD3jdDQxVKz4wzXNw%3D%3D,LinkedIn
Data Analyst,Investigo Government Solutions (IGS),"South West Ethiopia Peoples, Ethiopia",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=1&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=YPPipw54PSp%2BK4Ae5cPqgQ%3D%3D,LinkedIn
Senior Web Data Analyst,GrowExx,"Debre Work, Amhara Region, Ethiopia",2025-09-29,https://et.linkedin.com/jobs/view/senior-web-data-analyst-at-growexx-4305373585?position=2&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=9%2FFclCydr%2B8drZ7yDSR81g%3D%3D,LinkedIn
Data Engineer,PanApps Inc,"Debre Work, Amhara Region, Ethiopia",2025-09-16,https://et.linkedin.com/jobs/view/data-engineer-at-panapps-inc-4299531149?position=3&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=oZ4NjnbXIEmiMiPKiA79Uw%3D%3D,LinkedIn
***** **** ********,******,"***** *****, ********",2026-01-05,https://et.linkedin.com/jobs/view/azure-data-engineer-at-kagool-4330096438?position=4&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=vcOwr0wF2OidKDE4el8MvQ%3D%3D,LinkedIn
**** *********,******** **********,********,2025-11-15,https://et.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336235165?position=5&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=RIRrFS6zPr3q9xMKKrDlOQ%3D%3D,LinkedIn
************** ******* ** & ******* ******** ** ********,**** ******** (******),"***** *****, ***** *****, ********",2026-01-05,https://et.linkedin.com/jobs/view/implementation-project-qa-support-engineer-in-ethiopia-at-open-function-openfn-4354503788?position=6&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=6KZ9zkejRPa85mu2YESmAQ%3D%3D,LinkedIn
**** *********,******** **********,********,2025-12-22,https://et.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345841271?position=7&pageNum=0&refId=zzrfLDdpnAj5qyzuhEVYCQ%3D%3D&trackingId=yE6hgddY80KYjKelin1Y1Q%3D%3D,LinkedIn
Data Engineer,PanApps Inc,"Debre Work, Amhara Region, Ethiopia",2025-09-16,https://et.linkedin.com/jobs/view/data-engineer-at-panapps-inc-4299531149?position=1&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=p%2BBplPQnFoB1IuWvvYaG0g%3D%3D,LinkedIn
Data Analyst,Investigo Government Solutions (IGS),"South West Ethiopia Peoples, Ethiopia",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=2&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=ajj4RXEfB7AXU0kRaXG3Mw%3D%3D,LinkedIn
Azure Data Engineer,Kagool,"Addis Ababa, Ethiopia",2026-01-05,https://et.linkedin.com/jobs/view/azure-data-engineer-at-kagool-4330096438?position=3&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=k906lUnmX9oV3hRwLehVNg%3D%3D,LinkedIn
****-***** ******** ********,*** ****,********,2025-12-07,https://et.linkedin.com/jobs/view/full-stack-software-engineer-at-the-flex-4342479161?position=4&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=9eoDzrjDZgJ1hJcH4d%2FHPA%3D%3D,LinkedIn
***** ******** ********,************,"***** *****, ***** *****, ********",2025-12-24,https://et.linkedin.com/jobs/view/sales-solution-engineer-at-paymentology-4329186950?position=5&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=dxDLEHcikZByXQUxaqUzfA%3D%3D,LinkedIn
**** *********,******** **********,********,2025-11-15,https://et.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336235165?position=6&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=bXDibZBpUNJpZOkGqACWRA%3D%3D,LinkedIn
****** ******* & ******** ********,*** ****,********,2025-12-07,https://et.linkedin.com/jobs/view/senior-backend-frontend-engineer-at-the-flex-4342499068?position=7&pageNum=0&refId=xwKikB%2F2OzBBDC7ex73qFg%3D%3D&trackingId=s8pvWgjdt5jsxWrLN6i1%2BA%3D%3D,LinkedIn
Data Analyst,Investigo Government Solutions (IGS),"South West Ethiopia Peoples, Ethiopia",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=1&pageNum=0&refId=YGWj9BKeoGH6ehtfdHFzsg%3D%3D&trackingId=mwbU2Pa821ZtpyQwQ6tJ1w%3D%3D,LinkedIn
Data Engineer,PanApps Inc,"Debre Work, Amhara Region, Ethiopia",2025-09-16,https://et.linkedin.com/jobs/view/data-engineer-at-panapps-inc-4299531149?position=2&pageNum=0&refId=YGWj9BKeoGH6ehtfdHFzsg%3D%3D&trackingId=KMtNdrrdfGqeNZjuJqT%2B4A%3D%3D,LinkedIn
Azure Data Engineer,Kagool,"Addis Ababa, Ethiopia",2026-01-05,https://et.linkedin.com/jobs/view/azure-data-engineer-at-kagool-4330096438?position=3&pageNum=0&refId=YGWj9BKeoGH6ehtfdHFzsg%3D%3D&trackingId=5v1y5AimDJDL2c7jCLDvGQ%3D%3D,LinkedIn
******* & ******** *********,*** ****,********,2025-12-07,https://et.linkedin.com/jobs/view/backend-frontend-developer-at-the-flex-4342449361?position=4&pageNum=0&refId=YGWj9BKeoGH6ehtfdHFzsg%3D%3D&trackingId=0tcD%2Bo9yf3zUkdRp%2Fxb0uw%3D%3D,LinkedIn
**** *********,******** **********,********,2025-11-15,https://et.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336235165?position=5&pageNum=0&refId=YGWj9BKeoGH6ehtfdHFzsg%3D%3D&trackingId=0EZQuSy1pn2%2Bx3vejBzIbA%3D%3D,LinkedIn
"Training, Picture Audit & Data Documentation Administrator",TechnoServe,"Addis Ababa, Addis Ababa, Ethiopia",2025-12-31,https://et.linkedin.com/jobs/view/training-picture-audit-data-documentation-administrator-at-technoserve-4350878865?position=1&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=9txcUHxjwI6YrzfMcJ8cxw%3D%3D,LinkedIn
Senior Web Data Analyst,GrowExx,"Debre Work, Amhara Region, Ethiopia",2025-09-29,https://et.linkedin.com/jobs/view/senior-web-data-analyst-at-growexx-4305373585?position=2&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=v1nsBeQmhJ%2BI1eGKTQBmUA%3D%3D,LinkedIn
"Data and Insights Manager, THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA",Guardian Jobs,"Debre Work, Amhara Region, Ethiopia",2025-12-16,https://et.linkedin.com/jobs/view/data-and-insights-manager-the-royal-central-school-of-speech-and-drama-at-guardian-jobs-4343813428?position=3&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=Ag7pf5xIJNb069U3yFZtEw%3D%3D,LinkedIn
"**********, ********** *** ******** ********* - ********",********,********,2025-12-26,https://et.linkedin.com/jobs/view/monitoring-evaluation-and-learning-associate-gambella-at-inkomoko-4346209068?position=4&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=AGo2hQbCLoGfO55ZdGQYjw%3D%3D,LinkedIn
******* ******* - ********,******* (******: ****),"***** *****, ***** *****, ********",2025-12-18,https://et.linkedin.com/jobs/view/general-manager-ethiopia-at-bitdeer-nasdaq-btdr-4344627423?position=5&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=XG5dSFfNsbuCTt9ktx1Wiw%3D%3D,LinkedIn
*********** *******,*** ********,"***** *****, ***** *****, ********",2025-07-09,https://et.linkedin.com/jobs/view/procurement-officer-at-abh-partners-4263733977?position=6&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=zutXDMj38wex2GHax8HQfg%3D%3D,LinkedIn
**** *******,********* ********** ********* (***),"***** **** ******** *******, ********",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=7&pageNum=0&refId=aLQtrN133%2FfzCSrLSCdYIg%3D%3D&trackingId=hPpjjxdvuxxC7S0Y1TrnBA%3D%3D,LinkedIn
Head of Data and AI,Inkomoko,"Addis Ababa, Addis Ababa, Ethiopia",2025-11-28,https://et.linkedin.com/jobs/view/head-of-data-and-ai-at-inkomoko-4339882076?position=1&pageNum=0&refId=%2F6ZjV7ilduuspr1bNkdnpQ%3D%3D&trackingId=nDksGEQOvaO6yf%2FXE9jsmA%3D%3D,LinkedIn
Project Manager,Eagle Hills Ethiopia,"Addis Ababa, Ethiopia",2025-12-17,https://et.linkedin.com/jobs/view/project-manager-at-eagle-hills-ethiopia-4344297554?position=2&pageNum=0&refId=%2F6ZjV7ilduuspr1bNkdnpQ%3D%3D&trackingId=GRKkGxFmgnc3FeoF78TB2Q%3D%3D,LinkedIn
Senior Web Data Analyst,GrowExx,"Debre Work, Amhara Region, Ethiopia",2025-09-29,https://et.linkedin.com/jobs/view/senior-web-data-analyst-at-growexx-4305373585?position=1&pageNum=0&refId=2iRKrajV66jYoHmKUQurMg%3D%3D&trackingId=hpC5UD8lOlIFTZoyo8gpng%3D%3D,LinkedIn
Data Analyst,Investigo Government Solutions (IGS),"South West Ethiopia Peoples, Ethiopia",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=2&pageNum=0&refId=2iRKrajV66jYoHmKUQurMg%3D%3D&trackingId=u6SRZgfKMVkUn93VssMe4w%3D%3D,LinkedIn
Senior Web Data Analyst,GrowExx,"Debre Work, Amhara Region, Ethiopia",2025-09-29,https://et.linkedin.com/jobs/view/senior-web-data-analyst-at-growexx-4305373585?position=1&pageNum=0&refId=V1PNTby0rckAevFonoQvog%3D%3D&trackingId=mAbcmFBIciHj59CJhedcrw%3D%3D,LinkedIn
Data Analyst,Investigo Government Solutions (IGS),"South West Ethiopia Peoples, Ethiopia",2026-01-06,https://et.linkedin.com/jobs/view/data-analyst-at-investigo-government-solutions-igs-4330514985?position=2&pageNum=0&refId=V1PNTby0rckAevFonoQvog%3D%3D&trackingId=PbYNzAOpSmaYpobkBpZUiw%3D%3D,LinkedIn
Business Analyst,TOPPAN Security,"Addis Ababa, Addis Ababa, Ethiopia",2025-12-30,https://et.linkedin.com/jobs/view/business-analyst-at-toppan-security-4350654743?position=1&pageNum=0&refId=KguiupDkveC6C%2BJINaTISA%3D%3D&trackingId=JfbQSDMX6IzJabzs9X2Kfg%3D%3D,LinkedIn
"Data and Insights Manager, THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA",Guardian Jobs,"Debre Work, Amhara Region, Ethiopia",2025-12-16,https://et.linkedin.com/jobs/view/data-and-insights-manager-the-royal-central-school-of-speech-and-drama-at-guardian-jobs-4343813428?position=1&pageNum=0&refId=ZZE7kOXvTZJFVi82rVKn0A%3D%3D&trackingId=yWUF7Q%2BmuVhSn5D6X6m8Dg%3D%3D,LinkedIn
Business Analyst,TOPPAN Security,"Addis Ababa, Addis Ababa, Ethiopia",2025-12-30,https://et.linkedin.com/jobs/view/business-analyst-at-toppan-security-4350654743?position=1&pageNum=0&refId=sTWTjUSVdDsJ%2Fvw1x%2F7Rjw%3D%3D&trackingId=uJohAwDP08AG7YGJtucBYQ%3D%3D,LinkedIn
Data Analyst,RAPP,"Vacoas, Plaines Wilhems District, Mauritius",2026-01-02,https://mu.linkedin.com/jobs/view/data-analyst-at-rapp-4280154382?position=1&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=w3SLQXW2nXq4Aeix0yGzwg%3D%3D,LinkedIn
Junior Data Analyst,Sightness,"Vacoas, Plaines Wilhems District, Mauritius",2026-01-07,https://mu.linkedin.com/jobs/view/junior-data-analyst-at-sightness-4351642291?position=2&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=AGcXnBJJuQujnR9nRRUz6Q%3D%3D,LinkedIn
"Analyst I, Insights and Analytics",Checkout.com,"Moka, Mauritius",2026-01-02,https://mu.linkedin.com/jobs/view/analyst-i-insights-and-analytics-at-checkout-com-4332761464?position=3&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=gCE0h4sVgchXQzbXsjmEhA%3D%3D,LinkedIn
**** *******,******** **********,*********,2025-11-15,https://mu.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336235154?position=4&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=YmYQ8KXDndHW6P9G%2BdEkoQ%3D%3D,LinkedIn
********* **** *******,*********,"******, ******* ******* ********, *********",2026-01-07,https://mu.linkedin.com/jobs/view/confirmed-data-analyst-at-sightness-4351752358?position=5&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=kOzvcYTC%2B1Lbi4HIq1gZDg%3D%3D,LinkedIn
******** **** *******,**-**,"**** *****, *********",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=6&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=ae0ipT%2F9NmBrJFC3MqGUcQ%3D%3D,LinkedIn
******* - **** *******,******* ********,"******* ******* ********, *********",2025-12-26,https://mu.linkedin.com/jobs/view/analyst-data-privacy-at-allianz-services-4346208694?position=7&pageNum=0&refId=Y5ieGHYLKAFFi92Q3h6ssQ%3D%3D&trackingId=H35yTfppDORG07zyO7M0jg%3D%3D,LinkedIn
Data Engineer - Python,Accenture,"Ébène, Moka, Mauritius",2025-12-19,https://mu.linkedin.com/jobs/view/data-engineer-python-at-accenture-4328029665?position=1&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=jngAJr4rJy0JajQx0bWrEw%3D%3D,LinkedIn
Data Engineer,RAPP,Mauritius,2025-12-26,https://mu.linkedin.com/jobs/view/data-engineer-at-rapp-3875355709?position=2&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=u%2Bwfk%2FXCk%2Fddpxn2rL03Lw%3D%3D,LinkedIn
Data Engineer,BIA GROUP,"Plaines Wilhems District, Mauritius",2025-12-16,https://mu.linkedin.com/jobs/view/data-engineer-at-bia-group-4281229351?position=3&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=piMFxOUu8GC9sRES5sSPRQ%3D%3D,LinkedIn
****** **** *******,*********,"******, ******* ******* ********, *********",2026-01-07,https://mu.linkedin.com/jobs/view/junior-data-analyst-at-sightness-4351642291?position=4&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=kIsbinXptSkyPPPRHS%2FfoA%3D%3D,LinkedIn
****** ********,********,"**** ** ****, ***** *****, *********",2025-12-30,https://mu.linkedin.com/jobs/view/system-engineer-at-motravay-4350715070?position=5&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=B4%2BY0QKRZJonjYjCd3isXA%3D%3D,LinkedIn
****** ********,*********,"***** *****, *************, *********",2025-11-26,https://mu.linkedin.com/jobs/view/system-engineer-at-serviqual-4324880912?position=6&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=TcGLJH4G0ctv6t8YPohDYg%3D%3D,LinkedIn
**** ********,*****,"****** ******, ******* ******* ********, *********",2025-10-16,https://mu.linkedin.com/jobs/view/data-engineer-at-fulll-4315094954?position=7&pageNum=0&refId=1Xdb3HL4u8%2BEEI%2FDDi7pnQ%3D%3D&trackingId=2IJt1lSi50TbSaHKvW1xhg%3D%3D,LinkedIn
Data Engineer - Python,Accenture,"Ébène, Moka, Mauritius",2025-12-19,https://mu.linkedin.com/jobs/view/data-engineer-python-at-accenture-4328029665?position=1&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=YOByZ19nmexWWOPfeXhZ5A%3D%3D,LinkedIn
Junior Data Analyst,Sightness,"Vacoas, Plaines Wilhems District, Mauritius",2026-01-07,https://mu.linkedin.com/jobs/view/junior-data-analyst-at-sightness-4351642291?position=2&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=zznenfxicf%2FLjJfh4z4mCA%3D%3D,LinkedIn
Data Engineer,RAPP,Mauritius,2025-12-26,https://mu.linkedin.com/jobs/view/data-engineer-at-rapp-3875355709?position=3&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=vTVD6rniqIU6rMNsJ0Mp7Q%3D%3D,LinkedIn
**** ********,*** *****,"******* ******* ********, *********",2025-12-16,https://mu.linkedin.com/jobs/view/data-engineer-at-bia-group-4281229351?position=4&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=Q21svVJFdB9aArgTDiB%2Buw%3D%3D,LinkedIn
**** *******,******** **********,*********,2025-11-15,https://mu.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336235154?position=5&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=VPI9jv8AUSpAie53kBxJcQ%3D%3D,LinkedIn
********* **** *******,*********,"******, ******* ******* ********, *********",2026-01-07,https://mu.linkedin.com/jobs/view/confirmed-data-analyst-at-sightness-4351752358?position=6&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=Nop3k%2FerBxPf4758n6e8HQ%3D%3D,LinkedIn
**** *******,****,"******, ******* ******* ********, *********",2026-01-02,https://mu.linkedin.com/jobs/view/data-analyst-at-rapp-4280154382?position=7&pageNum=0&refId=YGoCpTpc%2BU7YirSe6Ru0uQ%3D%3D&trackingId=ENTDAlZ2EGWQnssUPNtTKg%3D%3D,LinkedIn
Team Leader - Data Entry,Adamas Mauritius,Mauritius,2026-01-07,https://mu.linkedin.com/jobs/view/team-leader-data-entry-at-adamas-mauritius-4351632086?position=1&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=a2n8E4FxJvyTlEjvyfO%2BMw%3D%3D,LinkedIn
