# Total Jobs Found: 363, Scrape Date: 2026-01-07 13:23:03
title,company,location,posted_date,link,source
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=2&pageNum=0&refId=FZJDSDX7aRDn%2Bo%2BSIf8gCQ%3D%3D&trackingId=gf6iDQmo15rTXFCv4Kzomw%3D%3D,LinkedIn
Analyst,TCRA LIMITED,"Mwanza Region, Tanzania",2026-01-07,https://tz.linkedin.com/jobs/view/analyst-at-tcra-limited-4351732273?position=3&pageNum=0&refId=FZJDSDX7aRDn%2Bo%2BSIf8gCQ%3D%3D&trackingId=WPGhL1xh8vn3anj8tClFZg%3D%3D,LinkedIn
**** *********,******** **********,********,2025-11-15,https://tz.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336115548?position=4&pageNum=0&refId=FZJDSDX7aRDn%2Bo%2BSIf8gCQ%3D%3D&trackingId=YYyUpcBh9hb9%2BsQF1XxMnA%3D%3D,LinkedIn
********** *******,***** ********,"*** *****, ******, ********",2025-12-19,https://tz.linkedin.com/jobs/view/operations-analyst-at-verra-mobility-4314670911?position=5&pageNum=0&refId=FZJDSDX7aRDn%2Bo%2BSIf8gCQ%3D%3D&trackingId=AfcWjA2N6%2F%2BkZe2iQoOPYQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Tanzania,2025-11-15,https://tz.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336294955?position=1&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=k2IIeM10RL3YqfmKf5Du6w%3D%3D,LinkedIn
Analyst,TCRA LIMITED,"Mwanza Region, Tanzania",2026-01-07,https://tz.linkedin.com/jobs/view/analyst-at-tcra-limited-4351732273?position=2&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=i2XWZIGvWxgyJJl1W%2Blbwg%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=3&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=FpA1LRAs8e3Cy%2BZ7QrMHaA%3D%3D,LinkedIn
****** ******** ********* (**** *****),*******,"*** ** ******, ********",2026-01-06,https://tz.linkedin.com/jobs/view/senior-software-developer-full-stack-at-tanzmed-4351481072?position=4&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=3%2Bmm3ETWmveopCOOISeplg%3D%3D,LinkedIn
**** *********,******** **********,********,2025-11-15,https://tz.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336115548?position=5&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=hvkni%2BYmd8Xso7h0FLFxNA%3D%3D,LinkedIn
********** *******,***** ********,"*** *****, ******, ********",2025-12-19,https://tz.linkedin.com/jobs/view/operations-analyst-at-verra-mobility-4314670911?position=6&pageNum=0&refId=p%2BqCAKbTIuxguC0GKwuNSg%3D%3D&trackingId=ZGJffGKuz92Fq2qgKs6YMA%3D%3D,LinkedIn
Data Manager,Aga Khan University,"Dar es Salaam, Tanzania",2026-01-02,https://tz.linkedin.com/jobs/view/data-manager-at-aga-khan-university-4350984517?position=1&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=nutLyvVtSZkXzW63xtQ8UQ%3D%3D,LinkedIn
Tanzania Chief of Staff (Fixed-Term),One Acre Fund,"Iringa, Iringa Region, Tanzania",2025-12-26,https://tz.linkedin.com/jobs/view/tanzania-chief-of-staff-fixed-term-at-one-acre-fund-4325892513?position=2&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=dO8v44B0P8cRXNEXsl6%2BwQ%3D%3D,LinkedIn
HR Lead - Tanzania,Jaza,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-12-29,https://tz.linkedin.com/jobs/view/hr-lead-tanzania-at-jaza-4350732329?position=3&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=Fh3PH%2FWSff%2FNphUvrRhvSA%3D%3D,LinkedIn
**********,***** *** ******,"******, ****** ******, ********",2026-01-06,https://tz.linkedin.com/jobs/view/accountant-at-water-for-people-4330546410?position=4&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=%2BP5SRvdY%2BhzOANVGwQxcpw%3D%3D,LinkedIn
**** *******,******** **********,********,2025-11-15,https://tz.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336294955?position=5&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=h3G0g1XdSbSZzP8EDGPurA%3D%3D,LinkedIn
"********** *********, *** - ******",***** **** *********,"******, ****** ******, ********",2026-01-06,https://tz.linkedin.com/jobs/view/monitoring-assistant-sc5-dodoma-at-world-food-programme-4358283006?position=6&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=uhSBF98ZfAqnvtWptpU1WA%3D%3D,LinkedIn
******** **********,****** ********,********,2025-12-31,https://tz.linkedin.com/jobs/view/solution-specialist-at-airtel-tanzania-4329766217?position=7&pageNum=0&refId=EgyeTK40NlJj%2BgjQU%2FiMkA%3D%3D&trackingId=cO9IxcInefNs2MwxSp8zGg%3D%3D,LinkedIn
Customer Sales & Service Team Leader - Tanzania,Emirates,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-12-29,https://tz.linkedin.com/jobs/view/customer-sales-service-team-leader-tanzania-at-emirates-4350781273?position=1&pageNum=0&refId=kIEdrzrKo2WWGVdlW0WOHg%3D%3D&trackingId=74gVFAzElhLNW2oXhlAmPA%3D%3D,LinkedIn
HR Lead - Tanzania,Jaza,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-12-29,https://tz.linkedin.com/jobs/view/hr-lead-tanzania-at-jaza-4350732329?position=2&pageNum=0&refId=kIEdrzrKo2WWGVdlW0WOHg%3D%3D&trackingId=VEJwwk8W1N1Ssg676vd67g%3D%3D,LinkedIn
"Monitoring Assistant, SC5 - Dodoma",World Food Programme,"Dodoma, Dodoma Region, Tanzania",2026-01-06,https://tz.linkedin.com/jobs/view/monitoring-assistant-sc5-dodoma-at-world-food-programme-4358283006?position=3&pageNum=0&refId=kIEdrzrKo2WWGVdlW0WOHg%3D%3D&trackingId=c8cHvLQWZpFD96FrjgR4%2Fg%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=x%2FpAW5LO4SHl6XPDr1N90w%3D%3D&trackingId=aiFWpWACkAOv6jDAzKCZRg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Tanzania,2025-11-15,https://tz.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336294955?position=2&pageNum=0&refId=x%2FpAW5LO4SHl6XPDr1N90w%3D%3D&trackingId=hOUkg413yJP%2Fo3MlIf9tFg%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=8BfYrWmycociXDYfLYqeJA%3D%3D&trackingId=n72YgspTlTD8vF4F9dl1XQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Tanzania,2025-11-15,https://tz.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336294955?position=2&pageNum=0&refId=8BfYrWmycociXDYfLYqeJA%3D%3D&trackingId=olXW3N4%2BxZSYdusplZRhjw%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=wnspWRcxyQZHTo%2BLcz%2B1tg%3D%3D&trackingId=pU9DBVDyDb%2FvHibGLK9wyA%3D%3D,LinkedIn
Data Manager,Aga Khan University,"Dar es Salaam, Tanzania",2026-01-02,https://tz.linkedin.com/jobs/view/data-manager-at-aga-khan-university-4350984517?position=1&pageNum=0&refId=i00LK9wmOew4%2BbbmxHEBzg%3D%3D&trackingId=CPU28agJytPHc0sQ4lnh3g%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=2WVD%2FhtFmp2D2bIoyrUIFg%3D%3D&trackingId=23p%2BK1kGcsxPE1glGbY8ZQ%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=68Y3dCeJo0I022C9MWR16Q%3D%3D&trackingId=j5fPKK3WumXFmsum91CbQg%3D%3D,LinkedIn
Business Intelligence Analyst,PalmPay,"Dar es-Salaam, Dar es Salaam, Tanzania",2025-11-06,https://tz.linkedin.com/jobs/view/business-intelligence-analyst-at-palmpay-4337917784?position=1&pageNum=0&refId=JWeLcEr%2F%2BY97kSs7zfiQ8Q%3D%3D&trackingId=RPbhVd%2FnyUKcCZDsxbcJ4A%3D%3D,LinkedIn
Reservations Manager,Four Seasons Hotels and Resorts,"Arusha, Arusha, Tanzania",2025-12-22,https://tz.linkedin.com/jobs/view/reservations-manager-at-four-seasons-hotels-and-resorts-4345628459?position=1&pageNum=0&refId=21E9haIDIIv4040PQAYGng%3D%3D&trackingId=rcPk9NO8WnuXK2fI3NHRQw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=1&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=CWMdR6xoOeJtFdaKAwD%2FQg%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339320495?position=2&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=qL9J0AZzqvb92%2Fb%2Fr0NiXA%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336225106?position=3&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=zu3qJKqhMV%2F2VU10T992bw%3D%3D,LinkedIn
******** ** ******** *** ******** (************),****,"*******, ******* ******, ******",2026-01-06,https://ug.linkedin.com/jobs/view/director-of-evidence-and-learning-statistician-at-tiko-4344637406?position=4&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=B9dLi28n1Ao7axgWmFqNlw%3D%3D,LinkedIn
**** *********,******** **********,******,2025-12-22,https://ug.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345744519?position=5&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=LBKG15Ech%2FFXVhdRAZfqvw%3D%3D,LinkedIn
****** *********** **** *******,*********,******,2025-12-18,https://ug.linkedin.com/jobs/view/senior-collections-risk-analyst-at-fairmoney-4109618649?position=6&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=M5HYt6Co8u0v3es%2BPCad%2Bg%3D%3D,LinkedIn
****** ******* ******* - ****** & *********,*-****,"******* ******, ******",2025-11-26,https://ug.linkedin.com/jobs/view/senior-product-analyst-growth-retention-at-m-kopa-4339400341?position=7&pageNum=0&refId=MrPnSMPDlBR8J6csqizjoA%3D%3D&trackingId=Qw4WMv7S1b2gAugREOqOOA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=1&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=XvmM21iofoSLG1xNDZlHug%3D%3D,LinkedIn
Software Engineer - Backend,Raising The Village,"Mbarara, Western Region, Uganda",2025-12-18,https://ug.linkedin.com/jobs/view/software-engineer-backend-at-raising-the-village-4344944027?position=2&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=Bfm%2FPrzk7nofJzsTXprruw%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339320495?position=3&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=mJ%2Frp1ivJ9dGWkDmEXtysw%3D%3D,LinkedIn
** ******** ********,******** ****** ********,"****** ******, ******** ******, ******",2025-12-18,https://ug.linkedin.com/jobs/view/sr-software-engineer-at-ensemble-health-partners-4294252393?position=4&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=CUBlvP4Q%2FyMT0mrwIN%2FQzw%3D%3D,LinkedIn
**** *********,******** **********,******,2025-11-15,https://ug.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336225106?position=5&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=tJx%2BtBRUOeGh1uKJqw9tTw%3D%3D,LinkedIn
****** ********* ***** *******,***** *********** ******** ***,"****, ******** ******, ******",2025-01-10,https://ug.linkedin.com/jobs/view/senior-technical-sales-manager-at-intel-outsourcing-services-plc-4122068449?position=6&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=DznFsAACLCbhZ3ilt%2BTvmg%3D%3D,LinkedIn
******** ** ******** *** ******** (************),****,"*******, ******* ******, ******",2026-01-06,https://ug.linkedin.com/jobs/view/director-of-evidence-and-learning-statistician-at-tiko-4344637406?position=7&pageNum=0&refId=yEzkKk4TZGKW7lbyWomVVw%3D%3D&trackingId=%2FgnsxfnBnFpwNyI6xCIi%2Fw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=1&pageNum=0&refId=XunU5CTewaJhn%2FRViY7Fvg%3D%3D&trackingId=QCWqs2psbQSly4KebhMB%2BA%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339320495?position=2&pageNum=0&refId=XunU5CTewaJhn%2FRViY7Fvg%3D%3D&trackingId=nSOAf7IZ8DxVngnweOcOCw%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336225106?position=3&pageNum=0&refId=XunU5CTewaJhn%2FRViY7Fvg%3D%3D&trackingId=RRmlaX6%2FVTbKwAHyS2rLaA%3D%3D,LinkedIn
******** ** ******** *** ******** (************),****,"*******, ******* ******, ******",2026-01-06,https://ug.linkedin.com/jobs/view/director-of-evidence-and-learning-statistician-at-tiko-4344637406?position=4&pageNum=0&refId=XunU5CTewaJhn%2FRViY7Fvg%3D%3D&trackingId=H4KP1FZsTeLkZlOOjEYi4A%3D%3D,LinkedIn
****** ******* ******* - ****** & *********,*-****,"******* ******, ******",2025-11-26,https://ug.linkedin.com/jobs/view/senior-product-analyst-growth-retention-at-m-kopa-4339400341?position=5&pageNum=0&refId=XunU5CTewaJhn%2FRViY7Fvg%3D%3D&trackingId=tJI88A9KHRuLCE884KuRvQ%3D%3D,LinkedIn
"Manager, Finance Emergency Response Team",International Medical Corps,"Primary, Eastern Region, Uganda",2025-03-21,https://ug.linkedin.com/jobs/view/manager-finance-emergency-response-team-at-international-medical-corps-4210647616?position=1&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=h29j5LCaricqFsyGah%2B5DA%3D%3D,LinkedIn
"Horticulture Marketing Manager, Uganda GROWTH Activity (Ugandan Nationals Only)",TechnoServe,Uganda,2025-10-03,https://ug.linkedin.com/jobs/view/horticulture-marketing-manager-uganda-growth-activity-ugandan-nationals-only-at-technoserve-4307533818?position=2&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=VMM9vpWVjRbzjnYxH3TUNQ%3D%3D,LinkedIn
Uganda Data and Systems Lead (Fixed-Term),ReliefWeb,Uganda,2025-12-23,https://ug.linkedin.com/jobs/view/uganda-data-and-systems-lead-fixed-term-at-reliefweb-4329200062?position=3&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=YgxkIQnvezUbfN82x%2Fj62w%3D%3D,LinkedIn
****** **** *** ******* ****,**************.***,******,2025-12-23,https://ug.linkedin.com/jobs/view/uganda-data-and-systems-lead-at-millionexperts-com-4346121788?position=4&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=UNsCoYRzgU9YGDxkzMlgMQ%3D%3D,LinkedIn
****** **** *** ******* **** (*****-****),*** **** ****,"*****, ******* ******, ******",2025-12-22,https://ug.linkedin.com/jobs/view/uganda-data-and-systems-lead-fixed-term-at-one-acre-fund-4328507090?position=5&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=3Dt0yarQYXydaranKPR2pA%3D%3D,LinkedIn
**** *******,******** **********,******,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=6&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=CaMGjVq%2BHwNWmutJv7XurA%3D%3D,LinkedIn
** ******* - ************ & *********,***** ******,"***** ****, ******** ******, ******",2026-01-07,https://ug.linkedin.com/jobs/view/it-officer-verification-reporting-at-world-vision-4349385360?position=7&pageNum=0&refId=e%2FIedbXvAQrG%2BJgUzALdKw%3D%3D&trackingId=Li3Um%2Bubyqy1IA8ne33tSQ%3D%3D,LinkedIn
Head of Sales,PalmPay,Uganda,2025-11-27,https://ug.linkedin.com/jobs/view/head-of-sales-at-palmpay-4347795456?position=1&pageNum=0&refId=UwJOX%2FVcA5hgp9ytedvs3Q%3D%3D&trackingId=8bZ51Nw%2F4u2DEkBF1hr8Yg%3D%3D,LinkedIn
SENIOR DEBT STRUCTURING ANALYST,Q-Sourcing Servtec Uganda,"Kampala, Central Region, Uganda",2025-12-12,https://ug.linkedin.com/jobs/view/senior-debt-structuring-analyst-at-q-sourcing-servtec-uganda-4343521981?position=2&pageNum=0&refId=UwJOX%2FVcA5hgp9ytedvs3Q%3D%3D&trackingId=ZAv71Lpj7OEw5np%2BO2izhQ%3D%3D,LinkedIn
Senior Product Analyst - Growth & Retention,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/senior-product-analyst-growth-retention-at-m-kopa-4339400341?position=3&pageNum=0&refId=UwJOX%2FVcA5hgp9ytedvs3Q%3D%3D&trackingId=eNlqRjJllwdXlMm%2Fc2To6A%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=1&pageNum=0&refId=tQke4BsLgYUAxupLbKBuCA%3D%3D&trackingId=ltp4L436Ss7rxG3UO0WcEg%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339320495?position=2&pageNum=0&refId=tQke4BsLgYUAxupLbKBuCA%3D%3D&trackingId=UxchHIx9N0bnLYmBYkeh6Q%3D%3D,LinkedIn
Sales Trainee - Uganda,Rentokil Initial,"Kampala, Central Region, Uganda",2025-12-09,https://ug.linkedin.com/jobs/view/sales-trainee-uganda-at-rentokil-initial-4342718029?position=3&pageNum=0&refId=tQke4BsLgYUAxupLbKBuCA%3D%3D&trackingId=4e5GslPf1BdhTqKpvLrBQQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Uganda,2025-11-15,https://ug.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336125332?position=1&pageNum=0&refId=OVw3YX9B%2FXSt9zrK4uCiUw%3D%3D&trackingId=DEEn7szPNjxVNFgyDi6A9A%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339320495?position=2&pageNum=0&refId=OVw3YX9B%2FXSt9zrK4uCiUw%3D%3D&trackingId=9OB21FJJUJdWkDLa%2F4555Q%3D%3D,LinkedIn
Business Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/business-analyst-credit-eligibility-at-m-kopa-4339370421?position=1&pageNum=0&refId=zKj2igkQL8d6qYzC7cMdkQ%3D%3D&trackingId=RpD9CY5YDcjazBCFOBKR4A%3D%3D,LinkedIn
Business Analyst - Credit Eligibility,M-KOPA,"Eastern Region, Uganda",2025-11-26,https://ug.linkedin.com/jobs/view/business-analyst-credit-eligibility-at-m-kopa-4339370421?position=1&pageNum=0&refId=udOxbak4A9t8qEtotfxRPA%3D%3D&trackingId=XPGiU4HUIyClfLPKT5sr%2Bw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Rwanda,2025-11-15,https://rw.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336085642?position=1&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=34HohQdceBe3Inb9OSIBtg%3D%3D,LinkedIn
Process Analyst- Rwanda,Watu Credit,Rwanda,2024-08-01,https://rw.linkedin.com/jobs/view/process-analyst-rwanda-at-watu-credit-3989952344?position=2&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=j4EDFMf%2Bk1KiAORI%2FFk8kQ%3D%3D,LinkedIn
Data Analyst - Credit Eligibility,M-KOPA,"Kigali, Kigali City, Rwanda",2025-11-26,https://rw.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339250592?position=3&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=nL6G%2Ff3Nq27UKJdYsK%2BPHg%3D%3D,LinkedIn
******* *********** **** *******,*******,"******, ****** ****, ******",2025-12-16,https://rw.linkedin.com/jobs/view/systems-engineering-data-analyst-at-zipline-4173157695?position=4&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=6tkaROLljtgZZsLMj5HG1A%3D%3D,LinkedIn
"*******, ******** & ********** ************ (**) **** ********","******* ****** ****** **********, ***.",******,2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4328138500?position=5&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=IOjW9Cc5MmtoHvzPnpsziw%3D%3D,LinkedIn
"*******, ******** & ********** ************ (**) **** ********","******* ****** ****** **********, ***.","******, ****** ****, ******",2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4345206095?position=6&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=ScqV4t71D6NcDKgZuvOqSg%3D%3D,LinkedIn
**** *********,******** **********,******,2025-11-15,https://rw.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336115549?position=7&pageNum=0&refId=5ZN1OO6On1UVoKqYZKJ0Xw%3D%3D&trackingId=dSXjhh46h%2BFyZrlDfLoUEQ%3D%3D,LinkedIn
Systems Engineering Data Analyst,Zipline,"Kigali, Kigali City, Rwanda",2025-12-16,https://rw.linkedin.com/jobs/view/systems-engineering-data-analyst-at-zipline-4173157695?position=1&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=RNhngaHv4g2484SnHO0aXg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Rwanda,2025-11-15,https://rw.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336085642?position=2&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=WrsULftTcb4STRzyr9irrQ%3D%3D,LinkedIn
"Officer, Platform & Artificial Intelligence (AI) Data Engineer","Clinton Health Access Initiative, Inc.",Rwanda,2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4328138500?position=3&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=QMKYVPfylbk5hcsSe55Gqw%3D%3D,LinkedIn
"*******, ******** & ********** ************ (**) **** ********","******* ****** ****** **********, ***.","******, ****** ****, ******",2025-12-20,https://rw.linkedin.com/jobs/view/officer-platform-artificial-intelligence-ai-data-engineer-at-clinton-health-access-initiative-inc-4345206095?position=4&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=oWeI68feQyBdza7d1K0dzw%3D%3D,LinkedIn
******** ***** ********,*******,"******, ****** ****, ******",2025-12-25,https://rw.linkedin.com/jobs/view/software-tools-engineer-at-zipline-4124922853?position=5&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=x6PXBagocDWc8tj5wOw9Pg%3D%3D,LinkedIn
"********* *******, **** ******** - ****** ******* *************","******* ****** ****** **********, ***.",******,2025-09-19,https://rw.linkedin.com/jobs/view/technical-advisor-data-engineer-health-systems-strengthening-at-clinton-health-access-initiative-inc-4302772220?position=6&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=UKqkFlW%2B%2B8Hq4v9GBFoF%2Bg%3D%3D,LinkedIn
**** ******* - ****** ***********,*-****,"******, ****** ****, ******",2025-11-26,https://rw.linkedin.com/jobs/view/data-analyst-credit-eligibility-at-m-kopa-4339250592?position=7&pageNum=0&refId=ol6PzpKuBVNIrlE8giW83g%3D%3D&trackingId=cp9FXmI22bS6FygEw%2Feo%2BQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Rwanda,2025-11-15,https://rw.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336085642?position=1&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=j%2BXlnB83O7Cba3MDbch%2Fnw%3D%3D,LinkedIn
Systems Engineering Data Analyst,Zipline,"Kigali, Kigali City, Rwanda",2025-12-16,https://rw.linkedin.com/jobs/view/systems-engineering-data-analyst-at-zipline-4173157695?position=2&pageNum=0&refId=DJjxvC8mkLDjgc4%2FE7IyyQ%3D%3D&trackingId=fIuQsPyZeLdinxdRI0HeOg%3D%3D,LinkedIn
